Global Volcanism Program - Volcanoes of the World 5.2.2,,,Basic List of Holocene Volcanoes,,Downloaded on 17 Sep 2024 at 03:26 AM,,,,,,,,
Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
341091,"Malinche, La",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Composite,Stratovolcano,Eruption Dated,1170 BCE,19.231,-98.032,4461,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
341092,Serdan-Oriental,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Cluster,Volcanic field,Evidence Credible,Unknown,19.27,-97.47,3485,Subduction zone / Continental crust (>25 km),Rhyolite
341093,"Humeros, Los",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Caldera,Caldera(s),Eruption Dated,4470 BCE,19.68,-97.45,3150,Subduction zone / Continental crust (>25 km),Rhyolite
341094,"Atlixcos, Los",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Shield,Shield,Evidence Credible,Unknown,19.81,-96.527,775,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
341095,Naolinco Volcanic Field,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Cluster,Volcanic field,Eruption Dated,1200 BCE,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
341096,Cofre de Perote,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Composite,Compound,Eruption Dated,1150 CE,19.492,-97.15,4282,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
341097,"Gloria, La",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Cluster,Volcanic field,Evidence Credible,Unknown,19.33,-97.25,3500,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
341098,"Cumbres,  Las",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Composite,Stratovolcano,Eruption Dated,3920 BCE,19.15,-97.27,3940,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
341100,"Orizaba, Pico de",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Composite,Stratovolcano,Eruption Observed,1846 CE,19.03,-97.27,5564,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
341110,San Martin,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Belt,Cluster,Volcanic field,Eruption Observed,1796 CE,18.57,-95.2,1650,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
341120,"Chichon, El",Mexico,Middle America-Caribbean Volcanic Regions,Chiapanecan Volcanic Arc,Composite,Lava dome(s),Eruption Observed,1982 CE,17.3602,-93.2297,1150,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
341130,Tacana,Mexico-Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1986 CE,15.132,-92.109,4064,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342020,Tajumulco,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,15.043,-91.903,4203,Subduction zone / Continental crust (>25 km),Dacite
342030,Santa Maria,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,14.757,-91.552,3745,Subduction zone / Continental crust (>25 km),Dacite
342040,Almolonga,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1818 CE,14.797,-91.519,3173,Subduction zone / Continental crust (>25 km),Dacite
342060,Atitlan,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1853 CE,14.583,-91.186,3535,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342070,Toliman,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,14.612,-91.189,3158,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342080,Acatenango,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1972 CE,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342090,Fuego,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024 CE,14.473,-90.88,3763,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342100,Agua,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,14.465,-90.743,3760,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342110,Pacaya,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Complex,Eruption Observed,2021 CE,14.382,-90.601,2569,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342111,Cuilapa-Barbarena,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,14.33,-90.4,1454,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342120,Tecuamburro,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Dated,960 BCE,14.156,-90.407,1845,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342121,Jumaytepeque,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,14.34,-90.271,1802,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342130,Moyuta,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,14.03,-90.1,1662,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342140,Flores,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,14.308,-89.992,1600,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342141,Tahual,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,14.43,-89.9,1716,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342150,"Santiago, Cerro",Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,14.33,-89.87,1192,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
342160,Suchitan,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,14.4,-89.78,2042,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342170,Chingo,Guatemala-El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,14.12,-89.73,1775,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
342180,Ixtepeque,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Lava dome(s),Evidence Credible,Unknown,14.42,-89.68,1292,Subduction zone / Continental crust (>25 km),Rhyolite
343001,San Diego,El Salvador-Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,14.27,-89.48,781,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343002,"Singuil, Cerro",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,14.054,-89.631,926,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343010,Apaneca Range,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,13.872,-89.742,2028,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343020,Santa Ana,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2005 CE,13.853,-89.63,2381,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343030,Izalco,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1966 CE,13.813,-89.633,1950,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343041,Coatepeque Caldera,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,Evidence Credible,Unknown,13.87,-89.55,746,Subduction zone / Continental crust (>25 km),Rhyolite
343050,San Salvador,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1917 CE,13.734,-89.294,1893,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343051,"Cinotepeque, Cerro",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,14.02,-89.25,665,Subduction zone / Continental crust (>25 km),No Data (checked)
343052,Guazapa,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,13.9,-89.12,1438,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343060,Ilopango,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,Eruption Observed,1880 CE,13.672,-89.053,450,Subduction zone / Continental crust (>25 km),Dacite
343070,San Vicente,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.595,-88.837,2182,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343071,Apastepeque Field,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,13.72,-88.77,700,Subduction zone / Continental crust (>25 km),Dacite
343072,Taburete,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,13.435,-88.532,1172,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343080,Tecapa,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.494,-88.502,1593,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343081,Usulutan,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.419,-88.471,1449,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343082,"Tigre, El",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.47,-88.43,1640,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343090,Chinameca,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.478,-88.33,1300,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343100,San Miguel,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,13.434,-88.269,2130,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
343101,"Aramuaca, Laguna",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Maar,Evidence Credible,Unknown,13.428,-88.105,181,Subduction zone / Continental crust (>25 km),No Data (checked)
343130,"Tigre, Isla del",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.274,-87.639,774,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343140,"Zacate Grande, Isla",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.33,-87.63,640,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
343150,"Yojoa, Lago",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,Eruption Dated,7638 BCE,14.964,-87.983,1060,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
344010,Cosiguina,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1859 CE,12.98,-87.57,872,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
344020,San Cristobal,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,12.702,-87.004,1745,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344040,Telica,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2022 CE,12.606,-86.84,1036,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344070,"Negro, Cerro",Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone(s),Eruption Observed,1999 CE,12.506,-86.702,728,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344080,Las Pilas-El Hoyo Complex,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Complex,Eruption Observed,1954 CE,12.4922,-86.6786,1088,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
344090,Momotombo,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2016 CE,12.423,-86.539,1270,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344091,Apoyeque,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,Eruption Dated,50 BCE,12.242,-86.342,518,Subduction zone / Continental crust (>25 km),Dacite
344092,Nejapa-Miraflores,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Fissure vent(s),Eruption Dated,1060 CE,12.12,-86.32,360,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344100,Masaya,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,Eruption Observed,2024 CE,11.9844,-86.1688,594,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344101,Granada,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Fissure vent(s),Evidence Credible,Unknown,11.9,-85.979,250,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
344110,Mombacho,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,11.826,-85.968,1344,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
344111,Zapatera,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield,Evidence Credible,Unknown,11.73,-85.82,629,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
344120,Concepcion,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,11.538,-85.622,1700,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345010,Orosi,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,10.98,-85.473,1659,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345020,Rincon de la Vieja,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Complex,Eruption Observed,2024 CE,10.83,-85.324,1916,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345030,Miravalles,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1946 CE,10.748,-85.153,2028,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345031,Tenorio,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,10.673,-85.015,1916,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345033,Arenal,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2010 CE,10.463,-84.703,1670,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345034,Platanar,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,10.3,-84.366,2267,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345040,Poas,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,10.2,-84.233,2697,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345050,Barva,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Complex,Eruption Dated,6050 BCE,10.135,-84.1,2906,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345060,Irazu,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1977 CE,9.979,-83.852,3436,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
345070,Turrialba,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2022 CE,10.025,-83.767,3340,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
346010,Baru,Panama,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1550 CE,8.808,-82.543,3474,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351011,Romeral,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,5390 BCE,5.203,-75.363,3769,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351012,"Bravo, Cerro",Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1720 CE,5.091,-75.293,3985,Subduction zone / Continental crust (>25 km),Dacite
351020,"Ruiz, Nevado del",Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,4.892,-75.324,5279,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351021,Santa Isabel,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Shield,Shield,Eruption Dated,850 BCE,4.818,-75.365,4944,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351030,"Tolima, Nevado del",Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1943 CE,4.658,-75.33,5215,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351040,Machin,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1180 CE,4.487,-75.389,2749,Subduction zone / Continental crust (>25 km),Dacite
351050,"Huila, Nevado del",Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2012 CE,2.93,-76.03,5364,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351060,Purace,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2023 CE,2.32,-76.4,4650,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351061,Sotara,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,2.108,-76.592,4400,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351070,Dona Juana,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1906 CE,1.5,-76.936,4137,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351080,Galeras,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Complex,Eruption Observed,2014 CE,1.22,-77.37,4276,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351090,Azufral,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,930 BCE,1.08,-77.68,4070,Subduction zone / Continental crust (>25 km),Dacite
351100,Cumbal,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1926 CE,0.95,-77.87,4764,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
351110,Chiles-Cerro Negro,Colombia-Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,1936 CE,0.817,-77.938,4698,Subduction zone / Continental crust (>25 km),Dacite
352001,Soche,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,6650 BCE,0.552,-77.58,3955,Subduction zone / Continental crust (>25 km),Dacite
352002,Chachimbiro,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,3740 BCE,0.468,-78.287,4106,Subduction zone / Continental crust (>25 km),Dacite
352003,Cuicocha,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Dated,650 CE,0.308,-78.364,3246,Subduction zone / Continental crust (>25 km),Dacite
352004,Imbabura,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Compound,Eruption Dated,5550 BCE,0.258,-78.183,4609,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352005,Mojanda,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,0.13,-78.27,4263,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352006,Cayambe,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Compound,Eruption Observed,1786 CE,0.029,-77.986,5790,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352010,Reventador,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-0.077,-77.656,3562,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352011,Pululahua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Dated,290 CE,0.0464,-78.49,3360,Subduction zone / Continental crust (>25 km),Dacite
352020,Guagua Pichincha,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2002 CE,-0.171,-78.598,4784,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352021,Atacazo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,320 BCE,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352022,Chacana,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Observed,1773 CE,-0.375,-78.25,4643,Subduction zone / Continental crust (>25 km),Rhyolite
352030,Antisana,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1802 CE,-0.481,-78.141,5753,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352031,Aliso,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,2450 BCE,-0.53,-78,4267,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352040,Sumaco,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,1895 CE,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
352041,Iliniza,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-0.662,-78.716,5162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352050,Cotopaxi,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,-0.677,-78.436,5911,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352060,Quilotoa,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,Eruption Dated,1280 CE,-0.8592,-78.9044,3914,Subduction zone / Continental crust (>25 km),Dacite
352071,Chimborazo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,550 CE,-1.469,-78.817,6261,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352080,Tungurahua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2016 CE,-1.467,-78.442,5023,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352081,Licto,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Uncertain,Unknown,-1.786,-78.614,3322,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
352090,Sangay,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-2.005,-78.341,5286,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
353010,Fernandina,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2024 CE,-0.37,-91.55,1476,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353011,Ecuador,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Dated,1150 CE,-0.02,-91.546,790,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353020,Wolf,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2022 CE,0.02,-91.35,1710,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353030,Darwin,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Dated,1813 CE,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353040,Alcedo,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1993 CE,-0.43,-91.12,1130,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353050,"Negra, Sierra",Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2018 CE,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353060,"Azul, Cerro",Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2008 CE,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
